Open,High,Low,Close,Volume
1203.959961,1203.959961,1194.47998,1203.959961,28481
1213.439941,1213.439941,1185,1185,90190
1137.599976,1137.599976,1137.599976,1137.599976,1055
1137.599976,1147.079956,1137.599976,1137.599976,122363
1128.119995,1128.119995,1128.119995,1128.119995,1055
1090.199951,1090.199951,1090.199951,1090.199951,527
1137.599976,1147.079956,1137.599976,1137.599976,7384
1090.199951,1090.199951,1090.199951,1090.199951,527
1090.199951,1109.160034,1090.199951,1090.199951,6857
1109.160034,1118.640015,1090.199951,1109.160034,597045
1109.160034,1109.160034,1099.680054,1109.160034,31118
1109.160034,1118.640015,1109.160034,1109.160034,43776
1109.160034,1118.640015,1099.680054,1109.160034,7911
1128.119995,1156.560059,1099.680054,1128.119995,97574
1137.599976,1147.079956,1128.119995,1137.599976,54852
1147.079956,1147.079956,1128.119995,1147.079956,14240
1166.040039,1175.52002,1147.079956,1166.040039,41139
1185,1203.959961,1166.040039,1185,601264
1185,1289.280029,1185,1260.839966,333333
1308.23999,1317.719971,1260.839966,1308.23999,748416
1298.76001,1317.719971,1289.280029,1298.76001,184071
1289.280029,1298.76001,1289.280029,1289.280029,184071
1279.800049,1298.76001,1279.800049,1279.800049,49578
1251.359985,1279.800049,1232.400024,1251.359985,171413
1213.439941,1213.439941,1203.959961,1213.439941,8966
1213.439941,1222.920044,1213.439941,1213.439941,39029
1232.400024,1232.400024,1222.920044,1232.400024,12658
1213.439941,1251.359985,1213.439941,1213.439941,232594
1203.959961,1213.439941,1156.560059,1203.959961,21624
1203.959961,1203.959961,1175.52002,1203.959961,10548
1175.52002,1175.52002,1175.52002,1175.52002,527
1194.47998,1194.47998,1194.47998,1194.47998,2110
1232.400024,1232.400024,1194.47998,1232.400024,40084
1213.439941,1241.880005,1213.439941,1213.439941,78059
1232.400024,1232.400024,1203.959961,1232.400024,61709
1260.839966,1270.319946,1251.359985,1260.839966,241033
1308.23999,1336.680054,1270.319946,1308.23999,512657
1317.719971,1327.199951,1298.76001,1317.719971,114451
1317.719971,1327.199951,1308.23999,1317.719971,194092
1336.680054,1346.160034,1308.23999,1336.680054,404008
1346.160034,1365.119995,1327.199951,1346.160034,178797
1317.719971,1327.199951,1308.23999,1317.719971,213607
1289.280029,1308.23999,1289.280029,1289.280029,31646
1260.839966,1279.800049,1241.880005,1260.839966,36920
1251.359985,1260.839966,1241.880005,1251.359985,80169
1185,1251.359985,1185,1251.359985,16350
1232.400024,1279.800049,1232.400024,1279.800049,121835
1251.359985,1279.800049,1251.359985,1251.359985,41667
